Slice,PSNR,SSIM
Topcon_TEST033_097.tiff,21.219,0.204
Topcon_TEST033_098.tiff,21.756,0.224
Topcon_TEST033_099.tiff,21.901,0.223
Topcon_TEST033_100.tiff,21.398,0.218
Topcon_TEST033_101.tiff,21.41,0.214
Topcon_TEST033_102.tiff,21.736,0.224
Topcon_TEST033_103.tiff,21.655,0.214
Topcon_TEST033_104.tiff,20.945,0.211
Topcon_TEST033_105.tiff,21.438,0.207
Topcon_TEST033_106.tiff,21.341,0.214
Topcon_TEST033_107.tiff,21.349,0.202
Topcon_TEST033_108.tiff,21.114,0.205
Topcon_TEST033_109.tiff,21.538,0.213
Topcon_TEST033_110.tiff,21.447,0.209
Topcon_TEST033_111.tiff,21.457,0.213
Topcon_TEST033_112.tiff,21.481,0.206
Topcon_TEST033_113.tiff,21.248,0.206
Topcon_TEST033_114.tiff,21.351,0.203
Topcon_TEST033_115.tiff,21.469,0.204
Topcon_TEST033_116.tiff,21.145,0.204
Topcon_TEST033_117.tiff,21.453,0.208
Topcon_TEST033_118.tiff,21.504,0.207
Topcon_TEST033_119.tiff,21.512,0.208
Topcon_TEST033_120.tiff,21.291,0.204
Topcon_TEST033_121.tiff,21.536,0.201
Topcon_TEST033_122.tiff,21.453,0.205
Topcon_TEST033_123.tiff,21.281,0.198
Topcon_TEST033_124.tiff,20.872,0.196
Topcon_TEST033_125.tiff,21.146,0.197
Topcon_TEST033_126.tiff,21.152,0.2
Topcon_TEST034_001.tiff,18.585,0.153
Topcon_TEST034_002.tiff,20.478,0.148
Topcon_TEST034_003.tiff,20.541,0.168
Topcon_TEST034_004.tiff,21.231,0.163
Topcon_TEST034_005.tiff,21.141,0.164
Topcon_TEST034_006.tiff,20.58,0.151
Topcon_TEST034_007.tiff,20.119,0.142
Topcon_TEST034_008.tiff,19.957,0.142
Topcon_TEST034_009.tiff,19.956,0.153
Topcon_TEST034_010.tiff,20.139,0.157
Topcon_TEST034_011.tiff,20.41,0.139
Topcon_TEST034_012.tiff,19.948,0.14
Topcon_TEST034_013.tiff,20.801,0.15
Topcon_TEST034_014.tiff,21.003,0.165
Topcon_TEST034_015.tiff,20.167,0.158
Topcon_TEST034_016.tiff,20.7,0.151
Topcon_TEST034_017.tiff,20.634,0.163
Topcon_TEST034_018.tiff,20.493,0.166
Topcon_TEST034_019.tiff,19.533,0.167
Topcon_TEST034_020.tiff,20.95,0.157
Topcon_TEST034_021.tiff,21.01,0.171
Topcon_TEST034_022.tiff,21.058,0.169
Topcon_TEST034_023.tiff,19.948,0.161
Topcon_TEST034_024.tiff,21.136,0.162
Topcon_TEST034_025.tiff,21.595,0.176
Topcon_TEST034_026.tiff,21.991,0.19
Topcon_TEST034_027.tiff,21.704,0.181
Topcon_TEST034_028.tiff,19.409,0.171
Topcon_TEST034_029.tiff,20.772,0.155
Topcon_TEST034_030.tiff,20.064,0.16
Topcon_TEST034_031.tiff,20.567,0.148
Topcon_TEST034_032.tiff,19.941,0.145
Topcon_TEST034_033.tiff,20.418,0.14
Topcon_TEST034_034.tiff,20.567,0.146
Topcon_TEST034_035.tiff,20.884,0.155
Topcon_TEST034_036.tiff,20.846,0.152
Topcon_TEST034_037.tiff,20.022,0.144
Topcon_TEST034_038.tiff,20.359,0.144
Topcon_TEST034_039.tiff,20.763,0.157
Topcon_TEST034_040.tiff,20.888,0.167
Topcon_TEST034_041.tiff,20.349,0.16
Topcon_TEST034_042.tiff,20.539,0.153
Topcon_TEST034_043.tiff,20.981,0.163
Topcon_TEST034_044.tiff,20.788,0.155
Topcon_TEST034_045.tiff,19.891,0.142
Topcon_TEST034_046.tiff,20.456,0.141
Topcon_TEST034_047.tiff,20.186,0.145
Topcon_TEST034_048.tiff,20.591,0.151
Topcon_TEST034_049.tiff,21.099,0.171
Topcon_TEST034_050.tiff,21.475,0.17
Topcon_TEST034_051.tiff,20.265,0.147
Topcon_TEST034_052.tiff,20.019,0.136
Topcon_TEST034_053.tiff,20.426,0.143
Topcon_TEST034_054.tiff,20.37,0.145
Topcon_TEST034_055.tiff,20.653,0.153
Topcon_TEST034_056.tiff,20.927,0.171
Topcon_TEST034_057.tiff,19.217,0.17
Topcon_TEST034_058.tiff,18.694,0.159
Topcon_TEST034_059.tiff,20.811,0.153
Topcon_TEST034_060.tiff,21.004,0.16
Topcon_TEST034_061.tiff,20.605,0.154
Topcon_TEST034_062.tiff,20.212,0.149
Topcon_TEST034_063.tiff,20.726,0.149
Topcon_TEST034_064.tiff,20.696,0.157
Topcon_TEST034_065.tiff,20.927,0.154
Topcon_TEST034_066.tiff,20.288,0.152
Topcon_TEST034_067.tiff,20.472,0.143
Topcon_TEST034_068.tiff,20.337,0.142
Topcon_TEST034_069.tiff,20.209,0.144
Topcon_TEST034_070.tiff,20.818,0.152
Topcon_TEST034_071.tiff,21.259,0.168
Topcon_TEST034_072.tiff,21.63,0.178
Topcon_TEST034_073.tiff,21.398,0.175
Topcon_TEST034_074.tiff,19.842,0.165
Topcon_TEST034_075.tiff,20.474,0.161
Topcon_TEST034_076.tiff,20.151,0.157
Topcon_TEST034_077.tiff,20.401,0.141
Topcon_TEST034_078.tiff,20.16,0.143
Topcon_TEST034_079.tiff,20.477,0.142
Topcon_TEST034_080.tiff,20.328,0.147
Topcon_TEST034_081.tiff,20.577,0.146
Topcon_TEST034_082.tiff,19.866,0.147
Topcon_TEST034_083.tiff,20.3,0.136
Topcon_TEST034_084.tiff,20.046,0.137
Topcon_TEST034_085.tiff,20.153,0.137
Topcon_TEST034_086.tiff,20.569,0.141
Topcon_TEST034_087.tiff,20.262,0.141
Topcon_TEST034_088.tiff,19.976,0.135
Topcon_TEST034_089.tiff,20.072,0.133
Topcon_TEST034_090.tiff,20.639,0.145
Topcon_TEST034_091.tiff,21.002,0.158
Topcon_TEST034_092.tiff,20.526,0.153
Topcon_TEST034_093.tiff,19.867,0.142
Topcon_TEST034_094.tiff,20.841,0.152
Topcon_TEST034_095.tiff,21.002,0.173
Topcon_TEST034_096.tiff,20.985,0.162
Topcon_TEST034_097.tiff,19.934,0.152
Topcon_TEST034_098.tiff,20.447,0.135
Topcon_TEST034_099.tiff,20.146,0.135
Topcon_TEST034_100.tiff,20.335,0.133
Topcon_TEST034_101.tiff,20.375,0.144
Topcon_TEST034_102.tiff,20.44,0.141
Topcon_TEST034_103.tiff,19.622,0.133
Topcon_TEST034_104.tiff,19.997,0.126
Topcon_TEST034_105.tiff,20.166,0.127
Topcon_TEST034_106.tiff,20.127,0.134
Topcon_TEST034_107.tiff,20.409,0.135
Topcon_TEST034_108.tiff,20.353,0.134
Topcon_TEST034_109.tiff,19.991,0.141
Topcon_TEST034_110.tiff,20.402,0.14
Topcon_TEST034_111.tiff,20.011,0.145
Topcon_TEST034_112.tiff,20.561,0.136
Topcon_TEST034_113.tiff,20.409,0.139
Topcon_TEST034_114.tiff,20.271,0.129
Topcon_TEST034_115.tiff,20.019,0.128
Topcon_TEST034_116.tiff,19.832,0.125
Topcon_TEST034_117.tiff,19.976,0.123
Topcon_TEST034_118.tiff,20.044,0.126
Topcon_TEST034_119.tiff,20.07,0.122
Topcon_TEST034_120.tiff,20.064,0.126
Topcon_TEST034_121.tiff,19.82,0.121
Topcon_TEST034_122.tiff,20.122,0.125
Topcon_TEST034_123.tiff,20.553,0.135
Topcon_TEST034_124.tiff,20.481,0.134
Topcon_TEST034_125.tiff,20.039,0.124
Topcon_TEST034_126.tiff,19.729,0.119
Topcon_TRAIN049_001.tiff,20.493,0.15
Topcon_TRAIN049_002.tiff,20.179,0.145
Topcon_TRAIN049_003.tiff,20.437,0.142
Topcon_TRAIN049_004.tiff,20.603,0.15
Topcon_TRAIN049_005.tiff,20.579,0.152
Topcon_TRAIN049_006.tiff,20.838,0.156
Topcon_TRAIN049_007.tiff,20.774,0.156
Topcon_TRAIN049_008.tiff,20.356,0.149
Topcon_TRAIN049_009.tiff,20.537,0.149
Topcon_TRAIN049_010.tiff,20.722,0.151
Topcon_TRAIN049_011.tiff,20.788,0.156
Topcon_TRAIN049_012.tiff,20.903,0.155
Topcon_TRAIN049_013.tiff,20.858,0.154
Topcon_TRAIN049_014.tiff,20.354,0.148
Topcon_TRAIN049_015.tiff,20.721,0.152
Topcon_TRAIN049_016.tiff,20.622,0.151
Topcon_TRAIN049_017.tiff,19.948,0.15
Topcon_TRAIN049_018.tiff,20.548,0.154
Topcon_TRAIN049_019.tiff,20.848,0.155
Topcon_TRAIN049_020.tiff,20.998,0.158
Topcon_TRAIN049_021.tiff,21.157,0.163
Topcon_TRAIN049_022.tiff,20.942,0.158
Topcon_TRAIN049_023.tiff,20.975,0.161
Topcon_TRAIN049_024.tiff,20.441,0.154
Topcon_TRAIN049_025.tiff,20.707,0.16
Topcon_TRAIN049_026.tiff,20.463,0.153
Topcon_TRAIN049_027.tiff,20.337,0.146
Topcon_TRAIN049_028.tiff,20.005,0.158
Topcon_TRAIN049_029.tiff,20.094,0.151
Topcon_TRAIN049_030.tiff,20.642,0.149
Topcon_TRAIN049_031.tiff,21.026,0.166
Topcon_TRAIN049_032.tiff,21.319,0.165
Topcon_TRAIN049_033.tiff,21.158,0.164
Topcon_TRAIN049_034.tiff,20.802,0.158
Topcon_TRAIN049_035.tiff,20.554,0.15
Topcon_TRAIN049_036.tiff,20.596,0.15
Topcon_TRAIN049_037.tiff,20.582,0.153
Topcon_TRAIN049_038.tiff,20.628,0.154
Topcon_TRAIN049_039.tiff,20.514,0.15
Topcon_TRAIN049_040.tiff,20.142,0.143
Topcon_TRAIN049_041.tiff,20.146,0.139
Topcon_TRAIN049_042.tiff,20.311,0.14
Topcon_TRAIN049_043.tiff,20.156,0.139
Topcon_TRAIN049_044.tiff,19.937,0.138
Topcon_TRAIN049_045.tiff,20.49,0.151
Topcon_TRAIN049_046.tiff,21.036,0.157
Topcon_TRAIN049_047.tiff,20.625,0.152
Topcon_TRAIN049_048.tiff,20.632,0.146
Topcon_TRAIN049_049.tiff,20.746,0.157
Topcon_TRAIN049_050.tiff,20.657,0.151
Topcon_TRAIN049_051.tiff,20.164,0.143
Topcon_TRAIN049_052.tiff,20.325,0.141
Topcon_TRAIN049_053.tiff,20.749,0.151
Topcon_TRAIN049_054.tiff,20.823,0.154
Topcon_TRAIN049_055.tiff,20.095,0.146
Topcon_TRAIN049_056.tiff,20.047,0.14
Topcon_TRAIN049_057.tiff,20.244,0.146
Topcon_TRAIN049_058.tiff,20.193,0.148
Topcon_TRAIN049_059.tiff,20.489,0.147
Topcon_TRAIN049_060.tiff,20.449,0.145
Topcon_TRAIN049_061.tiff,20.044,0.136
Topcon_TRAIN049_062.tiff,20.421,0.141
Topcon_TRAIN049_063.tiff,20.758,0.15
Topcon_TRAIN049_064.tiff,21.009,0.158
Topcon_TRAIN049_065.tiff,20.604,0.144
Topcon_TRAIN049_066.tiff,19.931,0.14
Topcon_TRAIN049_067.tiff,20.461,0.145
Topcon_TRAIN049_068.tiff,20.881,0.156
Topcon_TRAIN049_069.tiff,20.96,0.156
Topcon_TRAIN049_070.tiff,20.66,0.151
Topcon_TRAIN049_071.tiff,20.565,0.146
Topcon_TRAIN049_072.tiff,20.803,0.15
Topcon_TRAIN049_073.tiff,20.416,0.166
Topcon_TRAIN049_074.tiff,20.241,0.157
Topcon_TRAIN049_075.tiff,20.214,0.172
Topcon_TRAIN049_076.tiff,21.227,0.166
Topcon_TRAIN049_077.tiff,20.85,0.157
Topcon_TRAIN049_078.tiff,20.756,0.158
Topcon_TRAIN049_079.tiff,20.925,0.16
Topcon_TRAIN049_080.tiff,20.827,0.153
Topcon_TRAIN049_081.tiff,20.709,0.157
Topcon_TRAIN049_082.tiff,20.307,0.149
Topcon_TRAIN049_083.tiff,20.706,0.152
Topcon_TRAIN049_084.tiff,20.874,0.156
Topcon_TRAIN049_085.tiff,20.754,0.149
Topcon_TRAIN049_086.tiff,20.897,0.157
Topcon_TRAIN049_087.tiff,20.825,0.162
Topcon_TRAIN049_088.tiff,20.531,0.155
Topcon_TRAIN049_089.tiff,20.29,0.149
Topcon_TRAIN049_090.tiff,20.65,0.156
Topcon_TRAIN049_091.tiff,20.952,0.162
Topcon_TRAIN049_092.tiff,21.131,0.162
Topcon_TRAIN049_093.tiff,21.082,0.174
Topcon_TRAIN049_094.tiff,21.483,0.17
Topcon_TRAIN049_095.tiff,21.105,0.163
Topcon_TRAIN049_096.tiff,20.935,0.157
Topcon_TRAIN049_097.tiff,20.894,0.156
Topcon_TRAIN049_098.tiff,20.787,0.157
Topcon_TRAIN049_099.tiff,20.955,0.158
Topcon_TRAIN049_100.tiff,21.201,0.168
Topcon_TRAIN049_101.tiff,21.049,0.161
Topcon_TRAIN049_102.tiff,21.084,0.164
Topcon_TRAIN049_103.tiff,21.131,0.17
Topcon_TRAIN049_104.tiff,20.839,0.161
Topcon_TRAIN049_105.tiff,20.922,0.166
Topcon_TRAIN049_106.tiff,20.896,0.162
Topcon_TRAIN049_107.tiff,20.731,0.158
Topcon_TRAIN049_108.tiff,20.757,0.158
Topcon_TRAIN049_109.tiff,20.758,0.16
Topcon_TRAIN049_110.tiff,21.066,0.165
Topcon_TRAIN049_111.tiff,21.263,0.168
Topcon_TRAIN049_112.tiff,21.189,0.162
Topcon_TRAIN049_113.tiff,21.078,0.176
Topcon_TRAIN049_114.tiff,21.235,0.169
Topcon_TRAIN049_115.tiff,21.242,0.172
Topcon_TRAIN049_116.tiff,21.267,0.173
Topcon_TRAIN049_117.tiff,21.135,0.167
Topcon_TRAIN049_118.tiff,21.102,0.17
Topcon_TRAIN049_119.tiff,21.202,0.168
Topcon_TRAIN049_120.tiff,21.189,0.17
Topcon_TRAIN049_121.tiff,21.283,0.171
Topcon_TRAIN049_122.tiff,21.261,0.171
Topcon_TRAIN049_123.tiff,21.394,0.173
Topcon_TRAIN049_124.tiff,21.37,0.173
Topcon_TRAIN049_125.tiff,21.443,0.172
Topcon_TRAIN049_126.tiff,21.334,0.169
Topcon_TRAIN060_001.tiff,20.997,0.165
Topcon_TRAIN060_002.tiff,20.806,0.156
Topcon_TRAIN060_003.tiff,20.808,0.155
Topcon_TRAIN060_004.tiff,20.951,0.159
Topcon_TRAIN060_005.tiff,20.845,0.162
Topcon_TRAIN060_006.tiff,20.462,0.155
Topcon_TRAIN060_007.tiff,20.072,0.15
Topcon_TRAIN060_008.tiff,19.746,0.139
Topcon_TRAIN060_009.tiff,19.522,0.117
Topcon_TRAIN060_010.tiff,16.392,0.077
Topcon_TRAIN060_011.tiff,14.809,0.053
Topcon_TRAIN060_012.tiff,16.011,0.049
Topcon_TRAIN060_013.tiff,16.077,0.047
Topcon_TRAIN060_014.tiff,15.13,0.05
Topcon_TRAIN060_015.tiff,15.181,0.064
Topcon_TRAIN060_016.tiff,19.24,0.109
Topcon_TRAIN060_017.tiff,19.204,0.114
Topcon_TRAIN060_018.tiff,19.284,0.116
Topcon_TRAIN060_019.tiff,19.285,0.123
Topcon_TRAIN060_020.tiff,19.987,0.138
Topcon_TRAIN060_021.tiff,20.512,0.144
Topcon_TRAIN060_022.tiff,19.716,0.139
Topcon_TRAIN060_023.tiff,20.204,0.139
Topcon_TRAIN060_024.tiff,20.004,0.14
Topcon_TRAIN060_025.tiff,20.418,0.147
Topcon_TRAIN060_026.tiff,20.656,0.152
Topcon_TRAIN060_027.tiff,20.817,0.154
Topcon_TRAIN060_028.tiff,20.786,0.152
Topcon_TRAIN060_029.tiff,20.887,0.16
Topcon_TRAIN060_030.tiff,20.976,0.155
Topcon_TRAIN060_031.tiff,20.817,0.159
Topcon_TRAIN060_032.tiff,20.55,0.151
Topcon_TRAIN060_033.tiff,19.595,0.139
Topcon_TRAIN060_034.tiff,20.061,0.15
Topcon_TRAIN060_035.tiff,20.448,0.153
Topcon_TRAIN060_036.tiff,20.556,0.152
Topcon_TRAIN060_037.tiff,20.335,0.147
Topcon_TRAIN060_038.tiff,20.462,0.145
Topcon_TRAIN060_039.tiff,20.382,0.145
Topcon_TRAIN060_040.tiff,19.953,0.143
Topcon_TRAIN060_041.tiff,20.373,0.157
Topcon_TRAIN060_042.tiff,20.879,0.158
Topcon_TRAIN060_043.tiff,20.632,0.155
Topcon_TRAIN060_044.tiff,20.723,0.155
Topcon_TRAIN060_045.tiff,20.819,0.15
Topcon_TRAIN060_046.tiff,20.756,0.155
Topcon_TRAIN060_047.tiff,19.872,0.144
Topcon_TRAIN060_048.tiff,20.496,0.15
Topcon_TRAIN060_049.tiff,20.826,0.156
Topcon_TRAIN060_050.tiff,20.838,0.154
Topcon_TRAIN060_051.tiff,20.864,0.154
Topcon_TRAIN060_052.tiff,20.266,0.147
Topcon_TRAIN060_053.tiff,20.47,0.146
Topcon_TRAIN060_054.tiff,20.631,0.149
Topcon_TRAIN060_055.tiff,20.878,0.155
Topcon_TRAIN060_056.tiff,20.964,0.156
Topcon_TRAIN060_057.tiff,21.126,0.159
Topcon_TRAIN060_058.tiff,21.113,0.162
Topcon_TRAIN060_059.tiff,20.968,0.157
Topcon_TRAIN060_060.tiff,20.629,0.149
Topcon_TRAIN060_061.tiff,21.028,0.158
Topcon_TRAIN060_062.tiff,21.298,0.166
Topcon_TRAIN060_063.tiff,21.183,0.165
Topcon_TRAIN060_064.tiff,21.184,0.164
Topcon_TRAIN060_065.tiff,21.105,0.163
Topcon_TRAIN060_066.tiff,21.224,0.162
Topcon_TRAIN060_067.tiff,21.3,0.17
Topcon_TRAIN060_068.tiff,20.773,0.159
Topcon_TRAIN060_069.tiff,21.049,0.159
Topcon_TRAIN060_070.tiff,21.31,0.164
Topcon_TRAIN060_071.tiff,21.309,0.166
Topcon_TRAIN060_072.tiff,21.302,0.166
Topcon_TRAIN060_073.tiff,20.908,0.158
Topcon_TRAIN060_074.tiff,20.651,0.155
Topcon_TRAIN060_075.tiff,20.19,0.145
Topcon_TRAIN060_076.tiff,20.685,0.155
Topcon_TRAIN060_077.tiff,20.802,0.158
Topcon_TRAIN060_078.tiff,20.993,0.158
Topcon_TRAIN060_079.tiff,21.202,0.168
Topcon_TRAIN060_080.tiff,21.42,0.168
Topcon_TRAIN060_081.tiff,21.297,0.167
Topcon_TRAIN060_082.tiff,20.958,0.163
Topcon_TRAIN060_083.tiff,21.126,0.168
Topcon_TRAIN060_084.tiff,21.324,0.168
Topcon_TRAIN060_085.tiff,21.265,0.167
Topcon_TRAIN060_086.tiff,21.094,0.161
Topcon_TRAIN060_087.tiff,20.955,0.161
Topcon_TRAIN060_088.tiff,20.884,0.16
Topcon_TRAIN060_089.tiff,21.106,0.16
Topcon_TRAIN060_090.tiff,21.077,0.165
Topcon_TRAIN060_091.tiff,20.845,0.159
Topcon_TRAIN060_092.tiff,20.925,0.162
Topcon_TRAIN060_093.tiff,20.869,0.157
Topcon_TRAIN060_094.tiff,20.719,0.155
Topcon_TRAIN060_095.tiff,20.782,0.15
Topcon_TRAIN060_096.tiff,20.922,0.166
Topcon_TRAIN060_097.tiff,21.092,0.16
Topcon_TRAIN060_098.tiff,20.785,0.158
Topcon_TRAIN060_099.tiff,20.308,0.149
Topcon_TRAIN060_100.tiff,20.53,0.161
Topcon_TRAIN060_101.tiff,20.893,0.16
Topcon_TRAIN060_102.tiff,21.027,0.164
Topcon_TRAIN060_103.tiff,21.012,0.161
Topcon_TRAIN060_104.tiff,20.702,0.154
Topcon_TRAIN060_105.tiff,20.442,0.154
Topcon_TRAIN060_106.tiff,20.611,0.173
Topcon_TRAIN060_107.tiff,21.564,0.173
Topcon_TRAIN060_108.tiff,21.426,0.173
Topcon_TRAIN060_109.tiff,21.096,0.164
Topcon_TRAIN060_110.tiff,20.455,0.156
Topcon_TRAIN060_111.tiff,20.684,0.156
Topcon_TRAIN060_112.tiff,20.708,0.158
Topcon_TRAIN060_113.tiff,20.821,0.159
Topcon_TRAIN060_114.tiff,20.79,0.158
Topcon_TRAIN060_115.tiff,20.933,0.158
Topcon_TRAIN060_116.tiff,21.179,0.165
Topcon_TRAIN060_117.tiff,21.106,0.161
Topcon_TRAIN060_118.tiff,21.058,0.167
Topcon_TRAIN060_119.tiff,21.009,0.159
Topcon_TRAIN060_120.tiff,20.425,0.153
Topcon_TRAIN060_121.tiff,20.677,0.164
Topcon_TRAIN060_122.tiff,21.07,0.163
Topcon_TRAIN060_123.tiff,20.844,0.17
Topcon_TRAIN060_124.tiff,21.01,0.158
Topcon_TRAIN060_125.tiff,20.726,0.157
Topcon_TRAIN060_126.tiff,20.725,0.156
Topcon_TRAIN061_001.tiff,21.651,0.226
Topcon_TRAIN061_002.tiff,21.596,0.228
Topcon_TRAIN061_003.tiff,21.864,0.228
Topcon_TRAIN061_004.tiff,21.654,0.236
Topcon_TRAIN061_005.tiff,21.851,0.233
Topcon_TRAIN061_006.tiff,21.586,0.231
Topcon_TRAIN061_007.tiff,21.52,0.232
Topcon_TRAIN061_008.tiff,21.762,0.231
Topcon_TRAIN061_009.tiff,21.477,0.229
Topcon_TRAIN061_010.tiff,21.617,0.232
Topcon_TRAIN061_011.tiff,21.74,0.233
Topcon_TRAIN061_012.tiff,21.727,0.239
Topcon_TRAIN061_013.tiff,21.806,0.238
Topcon_TRAIN061_014.tiff,21.657,0.229
Topcon_TRAIN061_015.tiff,21.478,0.227
Topcon_TRAIN061_016.tiff,22.028,0.233
Topcon_TRAIN061_017.tiff,22.102,0.237
Topcon_TRAIN061_018.tiff,21.894,0.231
Topcon_TRAIN061_019.tiff,21.316,0.227
Topcon_TRAIN061_020.tiff,21.492,0.215
Topcon_TRAIN061_021.tiff,21.573,0.222
Topcon_TRAIN061_022.tiff,21.781,0.225
Topcon_TRAIN061_023.tiff,21.798,0.226
Topcon_TRAIN061_024.tiff,21.853,0.235
Topcon_TRAIN061_025.tiff,21.74,0.241
Topcon_TRAIN061_026.tiff,21.81,0.237
Topcon_TRAIN061_027.tiff,21.823,0.231
Topcon_TRAIN061_028.tiff,21.613,0.227
Topcon_TRAIN061_029.tiff,21.77,0.226
Topcon_TRAIN061_030.tiff,21.657,0.226
Topcon_TRAIN061_031.tiff,21.607,0.224
Topcon_TRAIN061_032.tiff,21.813,0.233
Topcon_TRAIN061_033.tiff,21.524,0.231
Topcon_TRAIN061_034.tiff,21.742,0.234
Topcon_TRAIN061_035.tiff,21.701,0.238
Topcon_TRAIN061_036.tiff,21.653,0.233
Topcon_TRAIN061_037.tiff,21.383,0.225
Topcon_TRAIN061_038.tiff,21.201,0.226
Topcon_TRAIN061_039.tiff,21.131,0.23
Topcon_TRAIN061_040.tiff,21.127,0.247
Topcon_TRAIN061_041.tiff,21.521,0.25
Topcon_TRAIN061_042.tiff,21.392,0.243
Topcon_TRAIN061_043.tiff,21.472,0.245
Topcon_TRAIN061_044.tiff,21.495,0.237
Topcon_TRAIN061_045.tiff,21.52,0.235
Topcon_TRAIN061_046.tiff,21.472,0.234
Topcon_TRAIN061_047.tiff,21.218,0.233
Topcon_TRAIN061_048.tiff,21.043,0.218
Topcon_TRAIN061_049.tiff,21.164,0.224
Topcon_TRAIN061_050.tiff,20.826,0.211
Topcon_TRAIN061_051.tiff,20.584,0.211
Topcon_TRAIN061_052.tiff,21.057,0.215
Topcon_TRAIN061_053.tiff,20.967,0.216
Topcon_TRAIN061_054.tiff,21.257,0.219
Topcon_TRAIN061_055.tiff,21.044,0.222
Topcon_TRAIN061_056.tiff,20.856,0.234
Topcon_TRAIN061_057.tiff,21.56,0.238
Topcon_TRAIN061_058.tiff,21.457,0.238
Topcon_TRAIN061_059.tiff,21.302,0.244
Topcon_TRAIN061_060.tiff,21.266,0.26
Topcon_TRAIN061_061.tiff,20.924,0.249
Topcon_TRAIN061_062.tiff,19.928,0.258
Topcon_TRAIN061_063.tiff,21.607,0.264
Topcon_TRAIN061_064.tiff,21.444,0.252
Topcon_TRAIN061_065.tiff,21.313,0.241
Topcon_TRAIN061_066.tiff,21.041,0.243
Topcon_TRAIN061_067.tiff,21.344,0.256
Topcon_TRAIN061_068.tiff,21.492,0.255
Topcon_TRAIN061_069.tiff,20.938,0.26
Topcon_TRAIN061_070.tiff,21.185,0.25
Topcon_TRAIN061_071.tiff,21.349,0.252
Topcon_TRAIN061_072.tiff,21.233,0.242
Topcon_TRAIN061_073.tiff,20.607,0.246
Topcon_TRAIN061_074.tiff,21.125,0.242
Topcon_TRAIN061_075.tiff,21.185,0.235
Topcon_TRAIN061_076.tiff,21.685,0.251
Topcon_TRAIN061_077.tiff,21.162,0.244
Topcon_TRAIN061_078.tiff,19.457,0.263
Topcon_TRAIN061_079.tiff,21.375,0.25
Topcon_TRAIN061_080.tiff,20.915,0.235
Topcon_TRAIN061_081.tiff,20.478,0.261
Topcon_TRAIN061_082.tiff,21.143,0.249
Topcon_TRAIN061_083.tiff,21.154,0.236
Topcon_TRAIN061_084.tiff,21.188,0.236
Topcon_TRAIN061_085.tiff,21.3,0.253
Topcon_TRAIN061_086.tiff,20.968,0.24
Topcon_TRAIN061_087.tiff,20.179,0.252
Topcon_TRAIN061_088.tiff,21.663,0.261
Topcon_TRAIN061_089.tiff,21.857,0.262
Topcon_TRAIN061_090.tiff,21.788,0.258
Topcon_TRAIN061_091.tiff,21.314,0.248
Topcon_TRAIN061_092.tiff,21.753,0.262
Topcon_TRAIN061_093.tiff,21.653,0.252
Topcon_TRAIN061_094.tiff,21.489,0.245
Topcon_TRAIN061_095.tiff,21.428,0.246
Topcon_TRAIN061_096.tiff,21.632,0.243
Topcon_TRAIN061_097.tiff,21.442,0.241
Topcon_TRAIN061_098.tiff,21.33,0.245
Topcon_TRAIN061_099.tiff,21.584,0.252
Topcon_TRAIN061_100.tiff,21.794,0.255
Topcon_TRAIN061_101.tiff,21.521,0.241
Topcon_TRAIN061_102.tiff,21.643,0.234
Topcon_TRAIN061_103.tiff,21.419,0.231
Topcon_TRAIN061_104.tiff,21.717,0.238
Topcon_TRAIN061_105.tiff,21.531,0.233
Topcon_TRAIN061_106.tiff,21.331,0.232
Topcon_TRAIN061_107.tiff,21.071,0.257
Topcon_TRAIN061_108.tiff,21.632,0.239
Topcon_TRAIN061_109.tiff,21.493,0.227
Topcon_TRAIN061_110.tiff,21.615,0.241
Topcon_TRAIN061_111.tiff,21.764,0.244
Topcon_TRAIN061_112.tiff,21.588,0.246
Topcon_TRAIN061_113.tiff,21.698,0.249
Topcon_TRAIN061_114.tiff,21.747,0.248
Topcon_TRAIN061_115.tiff,21.717,0.246
Topcon_TRAIN061_116.tiff,21.237,0.24
Topcon_TRAIN061_117.tiff,21.217,0.235
Topcon_TRAIN061_118.tiff,21.064,0.227
Topcon_TRAIN061_119.tiff,21.34,0.234
Topcon_TRAIN061_120.tiff,21.612,0.232
Topcon_TRAIN061_121.tiff,21.565,0.231
Topcon_TRAIN061_122.tiff,21.688,0.23
Topcon_TRAIN061_123.tiff,21.703,0.231
Topcon_TRAIN061_124.tiff,21.399,0.223
Topcon_TRAIN061_125.tiff,21.503,0.222
Topcon_TRAIN061_126.tiff,21.17,0.22
Topcon_TRAIN065_001.tiff,21.174,0.202
Topcon_TRAIN065_002.tiff,21.55,0.206
Topcon_TRAIN065_003.tiff,21.747,0.215
Topcon_TRAIN065_004.tiff,21.479,0.212
Topcon_TRAIN065_005.tiff,21.587,0.213
Topcon_TRAIN065_006.tiff,21.456,0.21
Topcon_TRAIN065_007.tiff,21.541,0.199
Topcon_TRAIN065_008.tiff,21.523,0.195
Topcon_TRAIN065_009.tiff,20.888,0.196
Topcon_TRAIN065_010.tiff,21.355,0.192
Topcon_TRAIN065_011.tiff,21.35,0.194
Topcon_TRAIN065_012.tiff,21.011,0.191
Topcon_TRAIN065_013.tiff,21.334,0.19
Topcon_TRAIN065_014.tiff,21.543,0.193
Topcon_TRAIN065_015.tiff,21.565,0.196
