Slice,PSNR,SSIM
Cirrus_TRAIN024_064.tiff,18.665,0.092
Cirrus_TRAIN024_065.tiff,18.82,0.095
Cirrus_TRAIN024_066.tiff,18.719,0.093
Cirrus_TRAIN024_067.tiff,18.849,0.098
Cirrus_TRAIN024_068.tiff,18.702,0.092
Cirrus_TRAIN024_069.tiff,18.568,0.091
Cirrus_TRAIN024_070.tiff,18.807,0.093
Cirrus_TRAIN024_071.tiff,18.819,0.096
Cirrus_TRAIN024_072.tiff,18.724,0.094
Cirrus_TRAIN024_073.tiff,18.88,0.095
Cirrus_TRAIN024_074.tiff,18.609,0.1
Cirrus_TRAIN024_075.tiff,19.147,0.106
Cirrus_TRAIN024_076.tiff,19.336,0.114
Cirrus_TRAIN024_077.tiff,19.193,0.111
Cirrus_TRAIN024_078.tiff,19.165,0.116
Cirrus_TRAIN024_079.tiff,18.313,0.1
Cirrus_TRAIN024_080.tiff,18.708,0.093
Cirrus_TRAIN024_081.tiff,18.792,0.095
Cirrus_TRAIN024_082.tiff,18.624,0.093
Cirrus_TRAIN024_083.tiff,18.499,0.088
Cirrus_TRAIN024_084.tiff,18.437,0.088
Cirrus_TRAIN024_085.tiff,18.495,0.09
Cirrus_TRAIN024_086.tiff,18.473,0.084
Cirrus_TRAIN024_087.tiff,18.677,0.095
Cirrus_TRAIN024_088.tiff,19.431,0.114
Cirrus_TRAIN024_089.tiff,19.462,0.114
Cirrus_TRAIN024_090.tiff,19.874,0.13
Cirrus_TRAIN024_091.tiff,19.437,0.125
Cirrus_TRAIN024_092.tiff,19.57,0.121
Cirrus_TRAIN024_093.tiff,19.332,0.111
Cirrus_TRAIN024_094.tiff,19.062,0.11
Cirrus_TRAIN024_095.tiff,18.856,0.099
Cirrus_TRAIN024_096.tiff,18.843,0.1
Cirrus_TRAIN024_097.tiff,18.76,0.095
Cirrus_TRAIN024_098.tiff,18.66,0.095
Cirrus_TRAIN024_099.tiff,18.581,0.091
Cirrus_TRAIN024_100.tiff,18.561,0.091
Cirrus_TRAIN024_101.tiff,18.621,0.085
Cirrus_TRAIN024_102.tiff,18.597,0.088
Cirrus_TRAIN024_103.tiff,18.279,0.083
Cirrus_TRAIN024_104.tiff,18.189,0.083
Cirrus_TRAIN024_105.tiff,18.512,0.089
Cirrus_TRAIN024_106.tiff,18.793,0.094
Cirrus_TRAIN024_107.tiff,18.649,0.092
Cirrus_TRAIN024_108.tiff,18.669,0.1
Cirrus_TRAIN024_109.tiff,18.57,0.09
Cirrus_TRAIN024_110.tiff,18.505,0.09
Cirrus_TRAIN024_111.tiff,18.651,0.093
Cirrus_TRAIN024_112.tiff,18.541,0.092
Cirrus_TRAIN024_113.tiff,18.448,0.087
Cirrus_TRAIN024_114.tiff,18.5,0.087
Cirrus_TRAIN024_115.tiff,18.544,0.089
Cirrus_TRAIN024_116.tiff,18.635,0.096
Cirrus_TRAIN024_117.tiff,18.678,0.092
Cirrus_TRAIN024_118.tiff,18.741,0.101
Cirrus_TRAIN024_119.tiff,18.897,0.1
Cirrus_TRAIN024_120.tiff,18.924,0.105
Cirrus_TRAIN024_121.tiff,18.763,0.094
Cirrus_TRAIN024_122.tiff,18.713,0.099
Cirrus_TRAIN024_123.tiff,18.843,0.101
Cirrus_TRAIN024_124.tiff,19.25,0.103
Cirrus_TRAIN024_125.tiff,19.213,0.103
Cirrus_TRAIN024_126.tiff,18.732,0.095
Spectralis_TEST026_001.tiff,23.836,0.384
Spectralis_TEST026_002.tiff,23.177,0.369
Spectralis_TEST026_003.tiff,23.646,0.378
Spectralis_TEST026_004.tiff,23.039,0.385
Spectralis_TEST026_005.tiff,23.381,0.398
Spectralis_TEST026_006.tiff,23.718,0.384
Spectralis_TEST026_007.tiff,23.396,0.38
Spectralis_TEST026_008.tiff,22.563,0.366
Spectralis_TEST026_009.tiff,23.265,0.386
Spectralis_TEST026_010.tiff,23.447,0.362
Spectralis_TEST026_011.tiff,21.881,0.355
Spectralis_TEST026_012.tiff,22.792,0.337
Spectralis_TEST026_013.tiff,22.593,0.339
Spectralis_TEST026_014.tiff,23.21,0.412
Spectralis_TEST026_015.tiff,23.741,0.425
Spectralis_TEST026_016.tiff,23.423,0.392
Spectralis_TEST026_017.tiff,23.763,0.384
Spectralis_TEST026_018.tiff,23.72,0.389
Spectralis_TEST026_019.tiff,24.04,0.409
Spectralis_TEST026_020.tiff,23.55,0.411
Spectralis_TEST026_021.tiff,23.724,0.384
Spectralis_TEST026_022.tiff,23.178,0.384
Spectralis_TEST026_023.tiff,22.63,0.384
Spectralis_TEST026_024.tiff,23.351,0.38
Spectralis_TEST026_025.tiff,22.941,0.384
Spectralis_TEST026_026.tiff,23.744,0.404
Spectralis_TEST026_027.tiff,23.969,0.403
Spectralis_TEST026_028.tiff,22.631,0.427
Spectralis_TEST026_029.tiff,24.291,0.431
Spectralis_TEST026_030.tiff,23.604,0.42
Spectralis_TEST026_031.tiff,23.728,0.425
Spectralis_TEST026_032.tiff,23.376,0.42
Spectralis_TEST026_033.tiff,23.37,0.408
Spectralis_TEST026_034.tiff,23.671,0.397
Spectralis_TEST026_035.tiff,23.334,0.394
Spectralis_TEST026_036.tiff,22.798,0.367
Spectralis_TEST026_037.tiff,22.852,0.373
Spectralis_TEST026_038.tiff,23.256,0.378
Spectralis_TEST026_039.tiff,22.668,0.379
Spectralis_TEST026_040.tiff,22.952,0.381
Spectralis_TEST026_041.tiff,22.905,0.37
Spectralis_TEST026_042.tiff,22.582,0.339
Spectralis_TEST026_043.tiff,22.785,0.362
Spectralis_TEST026_044.tiff,22.867,0.367
Spectralis_TEST026_045.tiff,23.006,0.364
Spectralis_TEST026_046.tiff,21.372,0.353
Spectralis_TEST026_047.tiff,22.449,0.333
Spectralis_TEST028_001.tiff,24.755,0.481
Spectralis_TEST028_002.tiff,25.018,0.475
Spectralis_TEST028_003.tiff,21.538,0.446
Spectralis_TEST028_004.tiff,24.961,0.502
Spectralis_TEST028_005.tiff,23.828,0.44
Spectralis_TEST028_006.tiff,23.64,0.438
Spectralis_TEST028_007.tiff,20.546,0.432
Spectralis_TEST028_008.tiff,24.265,0.475
Spectralis_TEST028_009.tiff,23.976,0.454
Spectralis_TEST028_010.tiff,23.884,0.459
Spectralis_TEST028_011.tiff,23.181,0.453
Spectralis_TEST028_012.tiff,24.141,0.447
Spectralis_TEST028_013.tiff,23.626,0.442
Spectralis_TEST028_014.tiff,24.561,0.434
Spectralis_TEST028_015.tiff,22.973,0.428
Spectralis_TEST028_016.tiff,24.633,0.457
Spectralis_TEST028_017.tiff,24.347,0.449
Spectralis_TEST028_018.tiff,24.252,0.423
Spectralis_TEST028_019.tiff,23.006,0.415
Spectralis_TEST028_020.tiff,24.929,0.454
Spectralis_TEST028_021.tiff,23.805,0.454
Spectralis_TEST028_022.tiff,24.503,0.473
Spectralis_TEST028_023.tiff,24.396,0.455
Spectralis_TEST028_024.tiff,23.029,0.484
Spectralis_TEST028_025.tiff,24.6,0.493
Spectralis_TEST028_026.tiff,24.259,0.478
Spectralis_TEST028_027.tiff,24.834,0.508
Spectralis_TEST028_028.tiff,22.656,0.576
Spectralis_TEST028_029.tiff,25.833,0.597
Spectralis_TEST028_030.tiff,25.133,0.539
Spectralis_TEST028_031.tiff,23.439,0.515
Spectralis_TEST028_032.tiff,24.932,0.527
Spectralis_TEST028_033.tiff,24.744,0.524
Spectralis_TEST028_034.tiff,24.651,0.522
Spectralis_TEST028_035.tiff,24.687,0.495
Spectralis_TEST028_036.tiff,24.549,0.483
Spectralis_TEST028_037.tiff,24.081,0.472
Spectralis_TEST028_038.tiff,24.081,0.461
Spectralis_TEST028_039.tiff,23.377,0.443
Spectralis_TEST028_040.tiff,23.519,0.427
Spectralis_TEST028_041.tiff,24.317,0.441
Spectralis_TEST028_042.tiff,23.096,0.471
Spectralis_TEST028_043.tiff,24.684,0.475
Spectralis_TEST028_044.tiff,24.167,0.395
Spectralis_TEST028_045.tiff,24.027,0.423
Spectralis_TEST028_046.tiff,23.808,0.516
Spectralis_TEST028_047.tiff,25.289,0.502
Spectralis_TRAIN027_001.tiff,23.358,0.435
Spectralis_TRAIN027_002.tiff,22.821,0.412
Spectralis_TRAIN027_003.tiff,23.374,0.448
Spectralis_TRAIN027_004.tiff,23.563,0.459
Spectralis_TRAIN027_005.tiff,23.697,0.462
Spectralis_TRAIN027_006.tiff,23.229,0.451
Spectralis_TRAIN027_007.tiff,23.623,0.459
Spectralis_TRAIN027_008.tiff,22.251,0.353
Spectralis_TRAIN027_009.tiff,22.941,0.376
Spectralis_TRAIN027_010.tiff,22.287,0.394
Spectralis_TRAIN027_011.tiff,23.836,0.41
Spectralis_TRAIN027_012.tiff,23.008,0.411
Spectralis_TRAIN027_013.tiff,22.92,0.414
Spectralis_TRAIN027_014.tiff,23.737,0.398
Spectralis_TRAIN027_015.tiff,23.156,0.387
Spectralis_TRAIN027_016.tiff,22.799,0.382
Spectralis_TRAIN027_017.tiff,22.195,0.377
Spectralis_TRAIN027_018.tiff,22.501,0.366
Spectralis_TRAIN027_019.tiff,22.412,0.358
Spectralis_TRAIN027_020.tiff,21.493,0.354
Spectralis_TRAIN027_021.tiff,22.753,0.387
Spectralis_TRAIN027_022.tiff,22.357,0.363
Spectralis_TRAIN027_023.tiff,22.342,0.34
Spectralis_TRAIN027_024.tiff,21.296,0.345
Spectralis_TRAIN027_025.tiff,23.125,0.375
Spectralis_TRAIN027_026.tiff,22.911,0.386
Spectralis_TRAIN027_027.tiff,22.686,0.393
Spectralis_TRAIN027_028.tiff,23.042,0.388
Spectralis_TRAIN027_029.tiff,22.907,0.38
Spectralis_TRAIN027_030.tiff,23.557,0.404
Spectralis_TRAIN027_031.tiff,21.999,0.425
Spectralis_TRAIN027_032.tiff,24.139,0.423
Spectralis_TRAIN027_033.tiff,23.058,0.426
Spectralis_TRAIN027_034.tiff,24.33,0.441
Spectralis_TRAIN027_035.tiff,21.878,0.427
Spectralis_TRAIN027_036.tiff,23.734,0.41
Spectralis_TRAIN027_037.tiff,22.777,0.4
Spectralis_TRAIN027_038.tiff,23.633,0.432
Spectralis_TRAIN027_039.tiff,24.066,0.437
Spectralis_TRAIN027_040.tiff,23.195,0.437
Spectralis_TRAIN027_041.tiff,23.585,0.408
Spectralis_TRAIN027_042.tiff,23.595,0.403
Spectralis_TRAIN027_043.tiff,22.675,0.404
Spectralis_TRAIN027_044.tiff,22.697,0.355
Spectralis_TRAIN027_045.tiff,21.969,0.326
Spectralis_TRAIN027_046.tiff,21.935,0.341
Spectralis_TRAIN027_047.tiff,21.782,0.32
Spectralis_TRAIN028_001.tiff,22.84,0.361
Spectralis_TRAIN028_002.tiff,23.152,0.365
Spectralis_TRAIN028_003.tiff,22.579,0.369
Spectralis_TRAIN028_004.tiff,22.293,0.314
Spectralis_TRAIN028_005.tiff,22.12,0.313
Spectralis_TRAIN028_006.tiff,22.446,0.349
Spectralis_TRAIN028_007.tiff,22.656,0.355
Spectralis_TRAIN028_008.tiff,21.953,0.372
Spectralis_TRAIN028_009.tiff,22.967,0.373
Spectralis_TRAIN028_010.tiff,22.605,0.365
Spectralis_TRAIN028_011.tiff,22.652,0.353
Spectralis_TRAIN028_012.tiff,21.851,0.351
Spectralis_TRAIN028_013.tiff,23.525,0.384
Spectralis_TRAIN028_014.tiff,20.441,0.422
Spectralis_TRAIN028_015.tiff,23.782,0.395
Spectralis_TRAIN028_016.tiff,23.096,0.393
Spectralis_TRAIN028_017.tiff,23.025,0.374
Spectralis_TRAIN028_018.tiff,23.583,0.367
Spectralis_TRAIN028_019.tiff,22.573,0.413
Spectralis_TRAIN028_020.tiff,23.895,0.442
Spectralis_TRAIN028_021.tiff,20.821,0.431
Spectralis_TRAIN028_022.tiff,26.185,0.539
Spectralis_TRAIN028_023.tiff,25.211,0.483
Spectralis_TRAIN028_024.tiff,24.721,0.5
Spectralis_TRAIN028_025.tiff,24.79,0.566
Spectralis_TRAIN028_026.tiff,25.271,0.531
Spectralis_TRAIN028_027.tiff,22.905,0.438
Spectralis_TRAIN028_028.tiff,20.919,0.425
Spectralis_TRAIN028_029.tiff,25.188,0.443
Spectralis_TRAIN028_030.tiff,24.836,0.452
Spectralis_TRAIN028_031.tiff,24.598,0.461
Spectralis_TRAIN028_032.tiff,24.521,0.467
Spectralis_TRAIN028_033.tiff,24.746,0.458
Spectralis_TRAIN028_034.tiff,24.809,0.447
Spectralis_TRAIN028_035.tiff,23.846,0.426
Spectralis_TRAIN028_036.tiff,23.22,0.375
Spectralis_TRAIN028_037.tiff,23.348,0.406
Spectralis_TRAIN028_038.tiff,23.548,0.389
Spectralis_TRAIN028_039.tiff,22.55,0.407
Spectralis_TRAIN028_040.tiff,23.26,0.413
Spectralis_TRAIN028_041.tiff,23.113,0.399
Spectralis_TRAIN028_042.tiff,22.932,0.336
Spectralis_TRAIN028_043.tiff,23.2,0.415
Spectralis_TRAIN028_044.tiff,23.313,0.416
Spectralis_TRAIN028_045.tiff,22.999,0.403
Spectralis_TRAIN028_046.tiff,20.558,0.423
Spectralis_TRAIN028_047.tiff,23.297,0.412
Spectralis_TRAIN029_001.tiff,24.097,0.407
Spectralis_TRAIN029_002.tiff,23.872,0.431
Spectralis_TRAIN029_003.tiff,24.015,0.481
Spectralis_TRAIN029_004.tiff,24.948,0.467
Spectralis_TRAIN029_005.tiff,24.512,0.47
Spectralis_TRAIN029_006.tiff,25.429,0.462
Spectralis_TRAIN029_007.tiff,24.142,0.455
Spectralis_TRAIN029_008.tiff,21.38,0.523
Spectralis_TRAIN029_009.tiff,24.868,0.491
Spectralis_TRAIN029_010.tiff,24.606,0.449
Spectralis_TRAIN029_011.tiff,23.368,0.475
Spectralis_TRAIN029_012.tiff,24.797,0.492
Spectralis_TRAIN029_013.tiff,25.02,0.484
Spectralis_TRAIN029_014.tiff,23.883,0.476
Spectralis_TRAIN029_015.tiff,24.545,0.463
Spectralis_TRAIN029_016.tiff,24.495,0.459
Spectralis_TRAIN029_017.tiff,24.44,0.462
Spectralis_TRAIN029_018.tiff,24.826,0.438
Spectralis_TRAIN029_019.tiff,24.232,0.454
Spectralis_TRAIN029_020.tiff,24.969,0.437
Spectralis_TRAIN029_021.tiff,24.142,0.407
Spectralis_TRAIN029_022.tiff,23.719,0.415
Spectralis_TRAIN029_023.tiff,23.556,0.394
Spectralis_TRAIN029_024.tiff,24.245,0.407
Spectralis_TRAIN029_025.tiff,24.459,0.432
Spectralis_TRAIN029_026.tiff,24.174,0.429
Spectralis_TRAIN029_027.tiff,24.451,0.448
Spectralis_TRAIN029_028.tiff,25.039,0.457
Spectralis_TRAIN029_029.tiff,24.116,0.458
Spectralis_TRAIN029_030.tiff,24.218,0.445
Spectralis_TRAIN029_031.tiff,23.529,0.391
Spectralis_TRAIN029_032.tiff,24.11,0.408
Spectralis_TRAIN029_033.tiff,24.188,0.431
Spectralis_TRAIN029_034.tiff,23.148,0.415
Spectralis_TRAIN029_035.tiff,24.658,0.476
Spectralis_TRAIN029_036.tiff,24.402,0.46
Spectralis_TRAIN029_037.tiff,24.53,0.464
Spectralis_TRAIN029_038.tiff,24.387,0.466
Spectralis_TRAIN029_039.tiff,25.199,0.452
Spectralis_TRAIN029_040.tiff,24.008,0.456
Spectralis_TRAIN029_041.tiff,24.87,0.463
Spectralis_TRAIN029_042.tiff,24.396,0.456
Spectralis_TRAIN029_043.tiff,25.197,0.472
Spectralis_TRAIN029_044.tiff,23.509,0.476
Spectralis_TRAIN029_045.tiff,25.714,0.484
Spectralis_TRAIN029_046.tiff,24.136,0.476
Spectralis_TRAIN029_047.tiff,25.26,0.452
Spectralis_TRAIN037_001.tiff,23.042,0.365
Spectralis_TRAIN037_002.tiff,21.228,0.378
Spectralis_TRAIN037_003.tiff,23.176,0.383
Spectralis_TRAIN037_004.tiff,23.322,0.348
Spectralis_TRAIN037_005.tiff,22.891,0.36
Spectralis_TRAIN037_006.tiff,23.523,0.405
Spectralis_TRAIN037_007.tiff,23.118,0.335
Spectralis_TRAIN037_008.tiff,23.02,0.366
Spectralis_TRAIN037_009.tiff,24.089,0.388
Spectralis_TRAIN037_010.tiff,22.823,0.403
Spectralis_TRAIN037_011.tiff,24.181,0.39
Spectralis_TRAIN037_012.tiff,24.104,0.474
Spectralis_TRAIN037_013.tiff,23.938,0.444
Spectralis_TRAIN037_014.tiff,24.732,0.451
Spectralis_TRAIN037_015.tiff,22.448,0.406
Spectralis_TRAIN037_016.tiff,24.124,0.405
Spectralis_TRAIN037_017.tiff,23.357,0.473
Spectralis_TRAIN037_018.tiff,23.694,0.434
Spectralis_TRAIN037_019.tiff,21.626,0.315
Spectralis_TRAIN037_020.tiff,22.919,0.376
Spectralis_TRAIN037_021.tiff,22.611,0.415
Spectralis_TRAIN037_022.tiff,22.873,0.384
Spectralis_TRAIN037_023.tiff,22.698,0.372
Spectralis_TRAIN037_024.tiff,22.462,0.383
Spectralis_TRAIN037_025.tiff,22.278,0.361
Spectralis_TRAIN037_026.tiff,22.915,0.419
Spectralis_TRAIN037_027.tiff,23.038,0.447
Spectralis_TRAIN037_028.tiff,23.573,0.482
Spectralis_TRAIN037_029.tiff,21.411,0.454
Spectralis_TRAIN037_030.tiff,18.387,0.389
Spectralis_TRAIN037_031.tiff,19.166,0.398
Spectralis_TRAIN037_032.tiff,23.625,0.491
Spectralis_TRAIN037_033.tiff,24.391,0.478
Spectralis_TRAIN037_034.tiff,22.64,0.425
Spectralis_TRAIN037_035.tiff,23.704,0.455
Spectralis_TRAIN037_036.tiff,22.667,0.359
Spectralis_TRAIN037_037.tiff,22.946,0.35
Spectralis_TRAIN037_038.tiff,22.565,0.365
Spectralis_TRAIN037_039.tiff,22.668,0.356
Spectralis_TRAIN037_040.tiff,23.026,0.327
Spectralis_TRAIN037_041.tiff,22.302,0.347
Spectralis_TRAIN037_042.tiff,23.482,0.363
Spectralis_TRAIN037_043.tiff,22.804,0.34
Spectralis_TRAIN037_044.tiff,22.618,0.324
Spectralis_TRAIN037_045.tiff,21.814,0.352
Spectralis_TRAIN037_046.tiff,23.569,0.357
Spectralis_TRAIN037_047.tiff,22.612,0.329
Spectralis_TRAIN044_001.tiff,23.593,0.457
Spectralis_TRAIN044_002.tiff,24.746,0.501
Spectralis_TRAIN044_003.tiff,23.871,0.477
Spectralis_TRAIN044_004.tiff,23.836,0.478
Spectralis_TRAIN044_005.tiff,24.212,0.454
Spectralis_TRAIN044_006.tiff,23.779,0.431
Spectralis_TRAIN044_007.tiff,23.593,0.444
Spectralis_TRAIN044_008.tiff,22.764,0.402
Spectralis_TRAIN044_009.tiff,22.693,0.387
Spectralis_TRAIN044_010.tiff,21.74,0.326
Spectralis_TRAIN044_011.tiff,21.811,0.356
Spectralis_TRAIN044_012.tiff,22.047,0.336
Spectralis_TRAIN044_013.tiff,21.267,0.344
Spectralis_TRAIN044_014.tiff,20.927,0.306
Spectralis_TRAIN044_015.tiff,21.981,0.342
Spectralis_TRAIN044_016.tiff,22.264,0.389
Spectralis_TRAIN044_017.tiff,23.063,0.402
Spectralis_TRAIN044_018.tiff,22.211,0.423
Spectralis_TRAIN044_019.tiff,22.65,0.354
Spectralis_TRAIN044_020.tiff,22.613,0.375
Spectralis_TRAIN044_021.tiff,21.768,0.406
Spectralis_TRAIN044_022.tiff,20.964,0.308
Spectralis_TRAIN044_023.tiff,20.717,0.253
Spectralis_TRAIN044_024.tiff,20.338,0.296
Spectralis_TRAIN044_025.tiff,21.08,0.332
Spectralis_TRAIN044_026.tiff,21.546,0.313
Spectralis_TRAIN044_027.tiff,19.635,0.349
Spectralis_TRAIN044_028.tiff,22.404,0.371
Spectralis_TRAIN044_029.tiff,22.327,0.353
Spectralis_TRAIN044_030.tiff,21.318,0.325
Spectralis_TRAIN044_031.tiff,21.625,0.325
Spectralis_TRAIN044_032.tiff,21.333,0.355
Spectralis_TRAIN044_033.tiff,21.791,0.303
Spectralis_TRAIN044_034.tiff,21.956,0.319
Spectralis_TRAIN044_035.tiff,21.497,0.337
Spectralis_TRAIN044_036.tiff,22.086,0.343
Spectralis_TRAIN044_037.tiff,22.185,0.323
Spectralis_TRAIN044_038.tiff,21.939,0.324
Spectralis_TRAIN044_039.tiff,21.908,0.362
Spectralis_TRAIN044_040.tiff,22.78,0.388
Spectralis_TRAIN044_041.tiff,22.909,0.387
Spectralis_TRAIN044_042.tiff,22.062,0.368
Spectralis_TRAIN044_043.tiff,22.472,0.375
Spectralis_TRAIN044_044.tiff,22.924,0.432
Spectralis_TRAIN044_045.tiff,23.715,0.451
Spectralis_TRAIN044_046.tiff,24.435,0.452
Spectralis_TRAIN044_047.tiff,23.253,0.431
Spectralis_TRAIN047_001.tiff,18.044,0.355
Spectralis_TRAIN047_002.tiff,20.484,0.343
Spectralis_TRAIN047_003.tiff,19.534,0.344
Spectralis_TRAIN047_004.tiff,20.649,0.341
Spectralis_TRAIN047_005.tiff,20.153,0.337
Spectralis_TRAIN047_006.tiff,19.749,0.339
Spectralis_TRAIN047_007.tiff,19.89,0.334
Spectralis_TRAIN047_008.tiff,20.576,0.348
Spectralis_TRAIN047_009.tiff,20.427,0.358
Spectralis_TRAIN047_010.tiff,20.682,0.356
Spectralis_TRAIN047_011.tiff,19.412,0.353
Spectralis_TRAIN047_012.tiff,20.556,0.324
Spectralis_TRAIN047_013.tiff,19.739,0.313
Spectralis_TRAIN047_014.tiff,20.167,0.29
Spectralis_TRAIN047_015.tiff,20.31,0.272
Spectralis_TRAIN047_016.tiff,19.339,0.288
Spectralis_TRAIN047_017.tiff,21.757,0.332
Spectralis_TRAIN047_018.tiff,21.756,0.325
Spectralis_TRAIN047_019.tiff,22.001,0.327
Spectralis_TRAIN047_020.tiff,20.455,0.319
Spectralis_TRAIN047_021.tiff,20.04,0.271
Spectralis_TRAIN047_022.tiff,16.549,0.287
Spectralis_TRAIN047_023.tiff,22.946,0.331
Spectralis_TRAIN047_024.tiff,21.524,0.306
Spectralis_TRAIN047_025.tiff,22.099,0.328
Spectralis_TRAIN047_026.tiff,20.111,0.35
Spectralis_TRAIN047_027.tiff,22.377,0.321
Spectralis_TRAIN047_028.tiff,22.201,0.329
Spectralis_TRAIN047_029.tiff,21.516,0.356
Spectralis_TRAIN047_030.tiff,23.874,0.412
Spectralis_TRAIN047_031.tiff,24.957,0.414
Spectralis_TRAIN047_032.tiff,22.956,0.398
Spectralis_TRAIN047_033.tiff,23.415,0.368
Spectralis_TRAIN047_034.tiff,22.489,0.341
Spectralis_TRAIN047_035.tiff,22.48,0.345
Spectralis_TRAIN047_036.tiff,22.571,0.347
Spectralis_TRAIN047_037.tiff,22.429,0.369
Spectralis_TRAIN047_038.tiff,23.451,0.394
Spectralis_TRAIN047_039.tiff,22.846,0.379
Spectralis_TRAIN047_040.tiff,22.918,0.381
Spectralis_TRAIN047_041.tiff,22.97,0.387
Spectralis_TRAIN047_042.tiff,23.405,0.392
Spectralis_TRAIN047_043.tiff,23.947,0.433
Spectralis_TRAIN047_044.tiff,24.408,0.467
Spectralis_TRAIN047_045.tiff,23.478,0.464
Spectralis_TRAIN047_046.tiff,24.097,0.449
Spectralis_TRAIN047_047.tiff,22.816,0.424
Topcon_TEST033_001.tiff,21.86,0.218
Topcon_TEST033_002.tiff,21.693,0.213
Topcon_TEST033_003.tiff,21.682,0.215
Topcon_TEST033_004.tiff,21.582,0.211
Topcon_TEST033_005.tiff,21.654,0.211
Topcon_TEST033_006.tiff,21.549,0.224
Topcon_TEST033_007.tiff,21.824,0.212
Topcon_TEST033_008.tiff,21.17,0.208
Topcon_TEST033_009.tiff,21.759,0.212
Topcon_TEST033_010.tiff,21.816,0.219
Topcon_TEST033_011.tiff,21.448,0.212
Topcon_TEST033_012.tiff,21.796,0.213
Topcon_TEST033_013.tiff,21.566,0.226
Topcon_TEST033_014.tiff,21.714,0.223
Topcon_TEST033_015.tiff,21.909,0.22
Topcon_TEST033_016.tiff,22.075,0.224
Topcon_TEST033_017.tiff,21.779,0.211
Topcon_TEST033_018.tiff,20.358,0.249
Topcon_TEST033_019.tiff,21.474,0.214
Topcon_TEST033_020.tiff,21.864,0.22
Topcon_TEST033_021.tiff,21.472,0.206
Topcon_TEST033_022.tiff,20.821,0.215
Topcon_TEST033_023.tiff,21.039,0.214
Topcon_TEST033_024.tiff,21.783,0.213
Topcon_TEST033_025.tiff,21.682,0.213
Topcon_TEST033_026.tiff,21.788,0.221
Topcon_TEST033_027.tiff,21.696,0.206
Topcon_TEST033_028.tiff,21.183,0.212
Topcon_TEST033_029.tiff,20.933,0.231
Topcon_TEST033_030.tiff,22.403,0.24
Topcon_TEST033_031.tiff,21.378,0.224
Topcon_TEST033_032.tiff,21.83,0.223
Topcon_TEST033_033.tiff,21.642,0.223
Topcon_TEST033_034.tiff,21.996,0.232
Topcon_TEST033_035.tiff,21.902,0.225
Topcon_TEST033_036.tiff,21.564,0.221
Topcon_TEST033_037.tiff,21.693,0.208
Topcon_TEST033_038.tiff,21.313,0.209
Topcon_TEST033_039.tiff,21.679,0.21
Topcon_TEST033_040.tiff,21.817,0.213
Topcon_TEST033_041.tiff,21.414,0.21
Topcon_TEST033_042.tiff,21.652,0.218
Topcon_TEST033_043.tiff,21.9,0.22
Topcon_TEST033_044.tiff,21.965,0.221
Topcon_TEST033_045.tiff,21.914,0.224
Topcon_TEST033_046.tiff,22.119,0.235
Topcon_TEST033_047.tiff,21.897,0.217
Topcon_TEST033_048.tiff,21.955,0.217
Topcon_TEST033_049.tiff,21.347,0.221
Topcon_TEST033_050.tiff,21.605,0.207
Topcon_TEST033_051.tiff,21.404,0.205
Topcon_TEST033_052.tiff,21.645,0.206
Topcon_TEST033_053.tiff,21.68,0.204
Topcon_TEST033_054.tiff,21.761,0.205
Topcon_TEST033_055.tiff,21.554,0.204
Topcon_TEST033_056.tiff,21.532,0.199
Topcon_TEST033_057.tiff,21.434,0.201
Topcon_TEST033_058.tiff,21.49,0.205
Topcon_TEST033_059.tiff,21.862,0.207
Topcon_TEST033_060.tiff,22.087,0.216
Topcon_TEST033_061.tiff,22.164,0.222
Topcon_TEST033_062.tiff,22.194,0.224
Topcon_TEST033_063.tiff,21.745,0.207
Topcon_TEST033_064.tiff,21.134,0.198
Topcon_TEST033_065.tiff,21.441,0.201
Topcon_TEST033_066.tiff,21.855,0.209
Topcon_TEST033_067.tiff,21.746,0.202
Topcon_TEST033_068.tiff,21.41,0.211
Topcon_TEST033_069.tiff,21.418,0.199
Topcon_TEST033_070.tiff,21.405,0.211
Topcon_TEST033_071.tiff,21.744,0.209
Topcon_TEST033_072.tiff,21.599,0.21
Topcon_TEST033_073.tiff,21.303,0.202
Topcon_TEST033_074.tiff,21.212,0.201
Topcon_TEST033_075.tiff,21.287,0.203
Topcon_TEST033_076.tiff,21.37,0.212
Topcon_TEST033_077.tiff,21.797,0.218
Topcon_TEST033_078.tiff,21.714,0.218
Topcon_TEST033_079.tiff,21.312,0.212
Topcon_TEST033_080.tiff,21.63,0.216
Topcon_TEST033_081.tiff,21.28,0.216
Topcon_TEST033_082.tiff,21.41,0.207
Topcon_TEST033_083.tiff,21.178,0.211
Topcon_TEST033_084.tiff,21.467,0.212
Topcon_TEST033_085.tiff,21.547,0.215
Topcon_TEST033_086.tiff,21.532,0.218
Topcon_TEST033_087.tiff,21.212,0.214
Topcon_TEST033_088.tiff,21.49,0.214
Topcon_TEST033_089.tiff,21.486,0.218
Topcon_TEST033_090.tiff,21.372,0.214
Topcon_TEST033_091.tiff,21.154,0.216
Topcon_TEST033_092.tiff,21.501,0.227
Topcon_TEST033_093.tiff,21.422,0.22
Topcon_TEST033_094.tiff,21.285,0.213
Topcon_TEST033_095.tiff,21.553,0.213
Topcon_TEST033_096.tiff,20.971,0.212
